cod_muni|municipio|cod_prov|provincia|cod_ccaa|ccaa
01051|Agurain/Salvatierra|01|Araba/Álava|16|País Vasco
01001|Alegría-Dulantzi|01|Araba/Álava|16|País Vasco
01002|Amurrio|01|Araba/Álava|16|País Vasco
01049|Añana|01|Araba/Álava|16|País Vasco
01003|Aramaio|01|Araba/Álava|16|País Vasco
01006|Armiñón|01|Araba/Álava|16|País Vasco
01037|Arraia-Maeztu|01|Araba/Álava|16|País Vasco
01008|Arratzua-Ubarrundia|01|Araba/Álava|16|País Vasco
01004|Artziniega|01|Araba/Álava|16|País Vasco
01009|Asparrena|01|Araba/Álava|16|País Vasco
01010|Ayala/Aiara|01|Araba/Álava|16|País Vasco
01011|Baños de Ebro/Mañueta|01|Araba/Álava|16|País Vasco
01013|Barrundia|01|Araba/Álava|16|País Vasco
01014|Berantevilla|01|Araba/Álava|16|País Vasco
01016|Bernedo|01|Araba/Álava|16|País Vasco
01017|Campezo/Kanpezu|01|Araba/Álava|16|País Vasco
01021|Elburgo/Burgelu|01|Araba/Álava|16|País Vasco
01022|Elciego|01|Araba/Álava|16|País Vasco
01023|Elvillar/Bilar|01|Araba/Álava|16|País Vasco
01047|Erriberabeitia|01|Araba/Álava|16|País Vasco
01046|Erriberagoitia/Ribera Alta|01|Araba/Álava|16|País Vasco
01056|Harana/Valle de Arana|01|Araba/Álava|16|País Vasco
01901|Iruña Oka/Iruña de Oca|01|Araba/Álava|16|País Vasco
01027|Iruraiz-Gauna|01|Araba/Álava|16|País Vasco
01019|Kripan|01|Araba/Álava|16|País Vasco
01020|Kuartango|01|Araba/Álava|16|País Vasco
01028|Labastida/Bastida|01|Araba/Álava|16|País Vasco
01030|Lagrán|01|Araba/Álava|16|País Vasco
01031|Laguardia|01|Araba/Álava|16|País Vasco
01032|Lanciego/Lantziego|01|Araba/Álava|16|País Vasco
01902|Lantarón|01|Araba/Álava|16|País Vasco
01033|Lapuebla de Labarca|01|Araba/Álava|16|País Vasco
01036|Laudio/Llodio|01|Araba/Álava|16|País Vasco
01058|Legutio|01|Araba/Álava|16|País Vasco
01034|Leza|01|Araba/Álava|16|País Vasco
01039|Moreda de Álava/Moreda Araba|01|Araba/Álava|16|País Vasco
01041|Navaridas|01|Araba/Álava|16|País Vasco
01042|Okondo|01|Araba/Álava|16|País Vasco
01043|Oyón-Oion|01|Araba/Álava|16|País Vasco
01044|Peñacerrada-Urizaharra|01|Araba/Álava|16|País Vasco
01052|Samaniego|01|Araba/Álava|16|País Vasco
01053|San Millán/Donemiliaga|01|Araba/Álava|16|País Vasco
01054|Urkabustaiz|01|Araba/Álava|16|País Vasco
01055|Valdegovía/Gaubea|01|Araba/Álava|16|País Vasco
01057|Villabuena de Álava/Eskuernaga|01|Araba/Álava|16|País Vasco
01059|Vitoria-Gasteiz|01|Araba/Álava|16|País Vasco
01060|Yécora/Iekora|01|Araba/Álava|16|País Vasco
01061|Zalduondo|01|Araba/Álava|16|País Vasco
01062|Zambrana|01|Araba/Álava|16|País Vasco
01018|Zigoitia|01|Araba/Álava|16|País Vasco
01063|Zuia|01|Araba/Álava|16|País Vasco
02001|Abengibre|02|Albacete|08|Castilla - La Mancha
02002|Alatoz|02|Albacete|08|Castilla - La Mancha
02003|Albacete|02|Albacete|08|Castilla - La Mancha
02004|Albatana|02|Albacete|08|Castilla - La Mancha
02005|Alborea|02|Albacete|08|Castilla - La Mancha
02006|Alcadozo|02|Albacete|08|Castilla - La Mancha
02007|Alcalá del Júcar|02|Albacete|08|Castilla - La Mancha
02008|Alcaraz|02|Albacete|08|Castilla - La Mancha
02009|Almansa|02|Albacete|08|Castilla - La Mancha
02010|Alpera|02|Albacete|08|Castilla - La Mancha
02011|Ayna|02|Albacete|08|Castilla - La Mancha
02012|Balazote|02|Albacete|08|Castilla - La Mancha
02014|Ballestero, El|02|Albacete|08|Castilla - La Mancha
02013|Balsa de Ves|02|Albacete|08|Castilla - La Mancha
02015|Barrax|02|Albacete|08|Castilla - La Mancha
02016|Bienservida|02|Albacete|08|Castilla - La Mancha
02017|Bogarra|02|Albacete|08|Castilla - La Mancha
02018|Bonete|02|Albacete|08|Castilla - La Mancha
02019|Bonillo, El|02|Albacete|08|Castilla - La Mancha
02020|Carcelén|02|Albacete|08|Castilla - La Mancha
02021|Casas de Juan Núñez|02|Albacete|08|Castilla - La Mancha
02022|Casas de Lázaro|02|Albacete|08|Castilla - La Mancha
02023|Casas de Ves|02|Albacete|08|Castilla - La Mancha
02024|Casas-Ibáñez|02|Albacete|08|Castilla - La Mancha
02025|Caudete|02|Albacete|08|Castilla - La Mancha
02026|Cenizate|02|Albacete|08|Castilla - La Mancha
02029|Chinchilla de Monte-Aragón|02|Albacete|08|Castilla - La Mancha
02027|Corral-Rubio|02|Albacete|08|Castilla - La Mancha
02028|Cotillas|02|Albacete|08|Castilla - La Mancha
02030|Elche de la Sierra|02|Albacete|08|Castilla - La Mancha
02031|Férez|02|Albacete|08|Castilla - La Mancha
02032|Fuensanta|02|Albacete|08|Castilla - La Mancha
02033|Fuente-Álamo|02|Albacete|08|Castilla - La Mancha
02034|Fuentealbilla|02|Albacete|08|Castilla - La Mancha
02035|Gineta, La|02|Albacete|08|Castilla - La Mancha
02036|Golosalvo|02|Albacete|08|Castilla - La Mancha
02037|Hellín|02|Albacete|08|Castilla - La Mancha
02038|Herrera, La|02|Albacete|08|Castilla - La Mancha
02039|Higueruela|02|Albacete|08|Castilla - La Mancha
02040|Hoya-Gonzalo|02|Albacete|08|Castilla - La Mancha
02041|Jorquera|02|Albacete|08|Castilla - La Mancha
02042|Letur|02|Albacete|08|Castilla - La Mancha
02043|Lezuza|02|Albacete|08|Castilla - La Mancha
02044|Liétor|02|Albacete|08|Castilla - La Mancha
02045|Madrigueras|02|Albacete|08|Castilla - La Mancha
02046|Mahora|02|Albacete|08|Castilla - La Mancha
02047|Masegoso|02|Albacete|08|Castilla - La Mancha
02048|Minaya|02|Albacete|08|Castilla - La Mancha
02049|Molinicos|02|Albacete|08|Castilla - La Mancha
02050|Montalvos|02|Albacete|08|Castilla - La Mancha
02051|Montealegre del Castillo|02|Albacete|08|Castilla - La Mancha
02052|Motilleja|02|Albacete|08|Castilla - La Mancha
02053|Munera|02|Albacete|08|Castilla - La Mancha
02054|Navas de Jorquera|02|Albacete|08|Castilla - La Mancha
02055|Nerpio|02|Albacete|08|Castilla - La Mancha
02056|Ontur|02|Albacete|08|Castilla - La Mancha
02057|Ossa de Montiel|02|Albacete|08|Castilla - La Mancha
02058|Paterna del Madera|02|Albacete|08|Castilla - La Mancha
02060|Peñas de San Pedro|02|Albacete|08|Castilla - La Mancha
02059|Peñascosa|02|Albacete|08|Castilla - La Mancha
02061|Pétrola|02|Albacete|08|Castilla - La Mancha
02062|Povedilla|02|Albacete|08|Castilla - La Mancha
02901|Pozo Cañada|02|Albacete|08|Castilla - La Mancha
02063|Pozohondo|02|Albacete|08|Castilla - La Mancha
02064|Pozo-Lorente|02|Albacete|08|Castilla - La Mancha
02065|Pozuelo|02|Albacete|08|Castilla - La Mancha
02066|Recueja, La|02|Albacete|08|Castilla - La Mancha
02067|Riópar|02|Albacete|08|Castilla - La Mancha
02068|Robledo|02|Albacete|08|Castilla - La Mancha
02069|Roda, La|02|Albacete|08|Castilla - La Mancha
02070|Salobre|02|Albacete|08|Castilla - La Mancha
02071|San Pedro|02|Albacete|08|Castilla - La Mancha
02072|Socovos|02|Albacete|08|Castilla - La Mancha
02073|Tarazona de la Mancha|02|Albacete|08|Castilla - La Mancha
02074|Tobarra|02|Albacete|08|Castilla - La Mancha
02075|Valdeganga|02|Albacete|08|Castilla - La Mancha
02076|Vianos|02|Albacete|08|Castilla - La Mancha
02077|Villa de Ves|02|Albacete|08|Castilla - La Mancha
02078|Villalgordo del Júcar|02|Albacete|08|Castilla - La Mancha
02079|Villamalea|02|Albacete|08|Castilla - La Mancha
02080|Villapalacios|02|Albacete|08|Castilla - La Mancha
02081|Villarrobledo|02|Albacete|08|Castilla - La Mancha
02082|Villatoya|02|Albacete|08|Castilla - La Mancha
02083|Villavaliente|02|Albacete|08|Castilla - La Mancha
02084|Villaverde de Guadalimar|02|Albacete|08|Castilla - La Mancha
02085|Viveros|02|Albacete|08|Castilla - La Mancha
02086|Yeste|02|Albacete|08|Castilla - La Mancha
03002|Agost|03|Alicante/Alacant|10|Comunitat Valenciana
03003|Agres|03|Alicante/Alacant|10|Comunitat Valenciana
03004|Aigües|03|Alicante/Alacant|10|Comunitat Valenciana
03005|Albatera|03|Alicante/Alacant|10|Comunitat Valenciana
03006|Alcalalí|03|Alicante/Alacant|10|Comunitat Valenciana
03008|Alcoleja|03|Alicante/Alacant|10|Comunitat Valenciana
03007|Alcosser|03|Alicante/Alacant|10|Comunitat Valenciana
03009|Alcoy/Alcoi|03|Alicante/Alacant|10|Comunitat Valenciana
03010|Alfafara|03|Alicante/Alacant|10|Comunitat Valenciana
03011|Alfàs del Pi, l'|03|Alicante/Alacant|10|Comunitat Valenciana
03012|Algorfa|03|Alicante/Alacant|10|Comunitat Valenciana
03013|Algueña|03|Alicante/Alacant|10|Comunitat Valenciana
03014|Alicante/Alacant|03|Alicante/Alacant|10|Comunitat Valenciana
03015|Almoradí|03|Alicante/Alacant|10|Comunitat Valenciana
03016|Almudaina|03|Alicante/Alacant|10|Comunitat Valenciana
03017|Alqueria d'Asnar, l'|03|Alicante/Alacant|10|Comunitat Valenciana
03018|Altea|03|Alicante/Alacant|10|Comunitat Valenciana
03019|Aspe|03|Alicante/Alacant|10|Comunitat Valenciana
03001|Atzúbia, l'|03|Alicante/Alacant|10|Comunitat Valenciana
03020|Balones|03|Alicante/Alacant|10|Comunitat Valenciana
03021|Banyeres de Mariola|03|Alicante/Alacant|10|Comunitat Valenciana
03022|Benasau|03|Alicante/Alacant|10|Comunitat Valenciana
03023|Beneixama|03|Alicante/Alacant|10|Comunitat Valenciana
03024|Benejúzar|03|Alicante/Alacant|10|Comunitat Valenciana
03025|Benferri|03|Alicante/Alacant|10|Comunitat Valenciana
03026|Beniarbeig|03|Alicante/Alacant|10|Comunitat Valenciana
03027|Beniardá|03|Alicante/Alacant|10|Comunitat Valenciana
03028|Beniarrés|03|Alicante/Alacant|10|Comunitat Valenciana
03030|Benidoleig|03|Alicante/Alacant|10|Comunitat Valenciana
03031|Benidorm|03|Alicante/Alacant|10|Comunitat Valenciana
03032|Benifallim|03|Alicante/Alacant|10|Comunitat Valenciana
03033|Benifato|03|Alicante/Alacant|10|Comunitat Valenciana
03029|Benigembla|03|Alicante/Alacant|10|Comunitat Valenciana
03034|Benijófar|03|Alicante/Alacant|10|Comunitat Valenciana
03035|Benilloba|03|Alicante/Alacant|10|Comunitat Valenciana
03036|Benillup|03|Alicante/Alacant|10|Comunitat Valenciana
03037|Benimantell|03|Alicante/Alacant|10|Comunitat Valenciana
03038|Benimarfull|03|Alicante/Alacant|10|Comunitat Valenciana
03039|Benimassot|03|Alicante/Alacant|10|Comunitat Valenciana
03040|Benimeli|03|Alicante/Alacant|10|Comunitat Valenciana
03041|Benissa|03|Alicante/Alacant|10|Comunitat Valenciana
03042|Benitachell/Poble Nou de Benitatxell, el|03|Alicante/Alacant|10|Comunitat Valenciana
03043|Biar|03|Alicante/Alacant|10|Comunitat Valenciana
03044|Bigastro|03|Alicante/Alacant|10|Comunitat Valenciana
03045|Bolulla|03|Alicante/Alacant|10|Comunitat Valenciana
03046|Busot|03|Alicante/Alacant|10|Comunitat Valenciana
03049|Callosa de Segura|03|Alicante/Alacant|10|Comunitat Valenciana
03048|Callosa d'en Sarrià|03|Alicante/Alacant|10|Comunitat Valenciana
03047|Calp|03|Alicante/Alacant|10|Comunitat Valenciana
03050|Campello, el|03|Alicante/Alacant|10|Comunitat Valenciana
03051|Campo de Mirra/Camp de Mirra, el|03|Alicante/Alacant|10|Comunitat Valenciana
03052|Cañada|03|Alicante/Alacant|10|Comunitat Valenciana
03053|Castalla|03|Alicante/Alacant|10|Comunitat Valenciana
03054|Castell de Castells|03|Alicante/Alacant|10|Comunitat Valenciana
03075|Castell de Guadalest, el|03|Alicante/Alacant|10|Comunitat Valenciana
03055|Catral|03|Alicante/Alacant|10|Comunitat Valenciana
03056|Cocentaina|03|Alicante/Alacant|10|Comunitat Valenciana
03057|Confrides|03|Alicante/Alacant|10|Comunitat Valenciana
03058|Cox|03|Alicante/Alacant|10|Comunitat Valenciana
03059|Crevillent|03|Alicante/Alacant|10|Comunitat Valenciana
03061|Daya Nueva|03|Alicante/Alacant|10|Comunitat Valenciana
03062|Daya Vieja|03|Alicante/Alacant|10|Comunitat Valenciana
03063|Dénia|03|Alicante/Alacant|10|Comunitat Valenciana
03064|Dolores|03|Alicante/Alacant|10|Comunitat Valenciana
03065|Elche/Elx|03|Alicante/Alacant|10|Comunitat Valenciana
03066|Elda|03|Alicante/Alacant|10|Comunitat Valenciana
03067|Fageca|03|Alicante/Alacant|10|Comunitat Valenciana
03068|Famorca|03|Alicante/Alacant|10|Comunitat Valenciana
03069|Finestrat|03|Alicante/Alacant|10|Comunitat Valenciana
03077|Fondó de les Neus, el/Hondón de las Nieves|03|Alicante/Alacant|10|Comunitat Valenciana
03070|Formentera del Segura|03|Alicante/Alacant|10|Comunitat Valenciana
03072|Gaianes|03|Alicante/Alacant|10|Comunitat Valenciana
03071|Gata de Gorgos|03|Alicante/Alacant|10|Comunitat Valenciana
03073|Gorga|03|Alicante/Alacant|10|Comunitat Valenciana
03074|Granja de Rocamora|03|Alicante/Alacant|10|Comunitat Valenciana
03076|Guardamar del Segura|03|Alicante/Alacant|10|Comunitat Valenciana
03078|Hondón de los Frailes|03|Alicante/Alacant|10|Comunitat Valenciana
03079|Ibi|03|Alicante/Alacant|10|Comunitat Valenciana
03080|Jacarilla|03|Alicante/Alacant|10|Comunitat Valenciana
03082|Jávea/Xàbia|03|Alicante/Alacant|10|Comunitat Valenciana
03083|Jijona/Xixona|03|Alicante/Alacant|10|Comunitat Valenciana
03085|Llíber|03|Alicante/Alacant|10|Comunitat Valenciana
03084|Lorcha/Orxa, l'|03|Alicante/Alacant|10|Comunitat Valenciana
03086|Millena|03|Alicante/Alacant|10|Comunitat Valenciana
03088|Monforte del Cid|03|Alicante/Alacant|10|Comunitat Valenciana
03089|Monóvar/Monòver|03|Alicante/Alacant|10|Comunitat Valenciana
03903|Montesinos, Los|03|Alicante/Alacant|10|Comunitat Valenciana
03091|Murla|03|Alicante/Alacant|10|Comunitat Valenciana
03092|Muro de Alcoy|03|Alicante/Alacant|10|Comunitat Valenciana
03090|Mutxamel|03|Alicante/Alacant|10|Comunitat Valenciana
03093|Novelda|03|Alicante/Alacant|10|Comunitat Valenciana
03094|Nucia, la|03|Alicante/Alacant|10|Comunitat Valenciana
03095|Ondara|03|Alicante/Alacant|10|Comunitat Valenciana
03096|Onil|03|Alicante/Alacant|10|Comunitat Valenciana
03097|Orba|03|Alicante/Alacant|10|Comunitat Valenciana
03099|Orihuela|03|Alicante/Alacant|10|Comunitat Valenciana
03098|Orxeta|03|Alicante/Alacant|10|Comunitat Valenciana
03100|Parcent|03|Alicante/Alacant|10|Comunitat Valenciana
03101|Pedreguer|03|Alicante/Alacant|10|Comunitat Valenciana
03102|Pego|03|Alicante/Alacant|10|Comunitat Valenciana
03103|Penàguila|03|Alicante/Alacant|10|Comunitat Valenciana
03104|Petrer|03|Alicante/Alacant|10|Comunitat Valenciana
03902|Pilar de la Horadada|03|Alicante/Alacant|10|Comunitat Valenciana
03105|Pinós, el/Pinoso|03|Alicante/Alacant|10|Comunitat Valenciana
03106|Planes|03|Alicante/Alacant|10|Comunitat Valenciana
03901|Poblets, els|03|Alicante/Alacant|10|Comunitat Valenciana
03107|Polop|03|Alicante/Alacant|10|Comunitat Valenciana
03060|Quatretondeta|03|Alicante/Alacant|10|Comunitat Valenciana
03109|Rafal|03|Alicante/Alacant|10|Comunitat Valenciana
03110|Ràfol d'Almúnia, el|03|Alicante/Alacant|10|Comunitat Valenciana
03111|Redován|03|Alicante/Alacant|10|Comunitat Valenciana
03112|Relleu|03|Alicante/Alacant|10|Comunitat Valenciana
03113|Rojales|03|Alicante/Alacant|10|Comunitat Valenciana
03114|Romana, la|03|Alicante/Alacant|10|Comunitat Valenciana
03115|Sagra|03|Alicante/Alacant|10|Comunitat Valenciana
03116|Salinas|03|Alicante/Alacant|10|Comunitat Valenciana
03118|San Fulgencio|03|Alicante/Alacant|10|Comunitat Valenciana
03904|San Isidro|03|Alicante/Alacant|10|Comunitat Valenciana
03120|San Miguel de Salinas|03|Alicante/Alacant|10|Comunitat Valenciana
03122|San Vicente del Raspeig/Sant Vicent del Raspeig|03|Alicante/Alacant|10|Comunitat Valenciana
03117|Sanet y Negrals|03|Alicante/Alacant|10|Comunitat Valenciana
03119|Sant Joan d'Alacant|03|Alicante/Alacant|10|Comunitat Valenciana
03121|Santa Pola|03|Alicante/Alacant|10|Comunitat Valenciana
03123|Sax|03|Alicante/Alacant|10|Comunitat Valenciana
03124|Sella|03|Alicante/Alacant|10|Comunitat Valenciana
03125|Senija|03|Alicante/Alacant|10|Comunitat Valenciana
03127|Tàrbena|03|Alicante/Alacant|10|Comunitat Valenciana
03128|Teulada|03|Alicante/Alacant|10|Comunitat Valenciana
03129|Tibi|03|Alicante/Alacant|10|Comunitat Valenciana
03130|Tollos|03|Alicante/Alacant|10|Comunitat Valenciana
03131|Tormos|03|Alicante/Alacant|10|Comunitat Valenciana
03132|Torremanzanas/Torre de les Maçanes, la|03|Alicante/Alacant|10|Comunitat Valenciana
03133|Torrevieja|03|Alicante/Alacant|10|Comunitat Valenciana
03134|Vall d'Alcalà, la|03|Alicante/Alacant|10|Comunitat Valenciana
03136|Vall de Gallinera, la|03|Alicante/Alacant|10|Comunitat Valenciana
03137|Vall de Laguar, la|03|Alicante/Alacant|10|Comunitat Valenciana
03135|Vall d'Ebo, la|03|Alicante/Alacant|10|Comunitat Valenciana
03138|Verger, el|03|Alicante/Alacant|10|Comunitat Valenciana
03139|Villajoyosa/Vila Joiosa, la|03|Alicante/Alacant|10|Comunitat Valenciana
03140|Villena|03|Alicante/Alacant|10|Comunitat Valenciana
03081|Xaló|03|Alicante/Alacant|10|Comunitat Valenciana
04001|Abla|04|Almería|01|Andalucía
04002|Abrucena|04|Almería|01|Andalucía
04003|Adra|04|Almería|01|Andalucía
04004|Albanchez|04|Almería|01|Andalucía
04005|Alboloduy|04|Almería|01|Andalucía
04006|Albox|04|Almería|01|Andalucía
04007|Alcolea|04|Almería|01|Andalucía
04008|Alcóntar|04|Almería|01|Andalucía
04009|Alcudia de Monteagud|04|Almería|01|Andalucía
04010|Alhabia|04|Almería|01|Andalucía
04011|Alhama de Almería|04|Almería|01|Andalucía
04012|Alicún|04|Almería|01|Andalucía
04013|Almería|04|Almería|01|Andalucía
04014|Almócita|04|Almería|01|Andalucía
04015|Alsodux|04|Almería|01|Andalucía
04016|Antas|04|Almería|01|Andalucía
04017|Arboleas|04|Almería|01|Andalucía
04018|Armuña de Almanzora|04|Almería|01|Andalucía
04019|Bacares|04|Almería|01|Andalucía
04904|Balanegra|04|Almería|01|Andalucía
04020|Bayárcal|04|Almería|01|Andalucía
04021|Bayarque|04|Almería|01|Andalucía
04022|Bédar|04|Almería|01|Andalucía
04023|Beires|04|Almería|01|Andalucía
04024|Benahadux|04|Almería|01|Andalucía
04026|Benitagla|04|Almería|01|Andalucía
04027|Benizalón|04|Almería|01|Andalucía
04028|Bentarique|04|Almería|01|Andalucía
04029|Berja|04|Almería|01|Andalucía
04030|Canjáyar|04|Almería|01|Andalucía
04031|Cantoria|04|Almería|01|Andalucía
04032|Carboneras|04|Almería|01|Andalucía
04033|Castro de Filabres|04|Almería|01|Andalucía
04036|Chercos|04|Almería|01|Andalucía
04037|Chirivel|04|Almería|01|Andalucía
04034|Cóbdar|04|Almería|01|Andalucía
04035|Cuevas del Almanzora|04|Almería|01|Andalucía
04038|Dalías|04|Almería|01|Andalucía
04902|Ejido, El|04|Almería|01|Andalucía
04041|Enix|04|Almería|01|Andalucía
04043|Felix|04|Almería|01|Andalucía
04044|Fines|04|Almería|01|Andalucía
04045|Fiñana|04|Almería|01|Andalucía
04046|Fondón|04|Almería|01|Andalucía
04047|Gádor|04|Almería|01|Andalucía
04048|Gallardos, Los|04|Almería|01|Andalucía
04049|Garrucha|04|Almería|01|Andalucía
04050|Gérgal|04|Almería|01|Andalucía
04051|Huécija|04|Almería|01|Andalucía
04052|Huércal de Almería|04|Almería|01|Andalucía
04053|Huércal-Overa|04|Almería|01|Andalucía
04054|Íllar|04|Almería|01|Andalucía
04055|Instinción|04|Almería|01|Andalucía
04056|Laroya|04|Almería|01|Andalucía
04057|Láujar de Andarax|04|Almería|01|Andalucía
04058|Líjar|04|Almería|01|Andalucía
04059|Lubrín|04|Almería|01|Andalucía
04060|Lucainena de las Torres|04|Almería|01|Andalucía
04061|Lúcar|04|Almería|01|Andalucía
04062|Macael|04|Almería|01|Andalucía
04063|María|04|Almería|01|Andalucía
04064|Mojácar|04|Almería|01|Andalucía
04903|Mojonera, La|04|Almería|01|Andalucía
04065|Nacimiento|04|Almería|01|Andalucía
04066|Níjar|04|Almería|01|Andalucía
04067|Ohanes|04|Almería|01|Andalucía
04068|Olula de Castro|04|Almería|01|Andalucía
04069|Olula del Río|04|Almería|01|Andalucía
04070|Oria|04|Almería|01|Andalucía
04071|Padules|04|Almería|01|Andalucía
04072|Partaloa|04|Almería|01|Andalucía
04073|Paterna del Río|04|Almería|01|Andalucía
04074|Pechina|04|Almería|01|Andalucía
04075|Pulpí|04|Almería|01|Andalucía
04076|Purchena|04|Almería|01|Andalucía
04077|Rágol|04|Almería|01|Andalucía
04078|Rioja|04|Almería|01|Andalucía
04079|Roquetas de Mar|04|Almería|01|Andalucía
04080|Santa Cruz de Marchena|04|Almería|01|Andalucía
04081|Santa Fe de Mondújar|04|Almería|01|Andalucía
04082|Senés|04|Almería|01|Andalucía
04083|Serón|04|Almería|01|Andalucía
04084|Sierro|04|Almería|01|Andalucía
04085|Somontín|04|Almería|01|Andalucía
04086|Sorbas|04|Almería|01|Andalucía
04087|Suflí|04|Almería|01|Andalucía
04088|Tabernas|04|Almería|01|Andalucía
04089|Taberno|04|Almería|01|Andalucía
04090|Tahal|04|Almería|01|Andalucía
04091|Terque|04|Almería|01|Andalucía
04092|Tíjola|04|Almería|01|Andalucía
04901|Tres Villas, Las|04|Almería|01|Andalucía
04093|Turre|04|Almería|01|Andalucía
04094|Turrillas|04|Almería|01|Andalucía
04095|Uleila del Campo|04|Almería|01|Andalucía
04096|Urrácal|04|Almería|01|Andalucía
04097|Velefique|04|Almería|01|Andalucía
04098|Vélez-Blanco|04|Almería|01|Andalucía
04099|Vélez-Rubio|04|Almería|01|Andalucía
04100|Vera|04|Almería|01|Andalucía
04101|Viator|04|Almería|01|Andalucía
04102|Vícar|04|Almería|01|Andalucía
04103|Zurgena|04|Almería|01|Andalucía
05001|Adanero|05|Ávila|07|Castilla y León
05002|Adrada, La|05|Ávila|07|Castilla y León
05005|Albornos|05|Ávila|07|Castilla y León
05007|Aldeanueva de Santa Cruz|05|Ávila|07|Castilla y León
05008|Aldeaseca|05|Ávila|07|Castilla y León
05010|Aldehuela, La|05|Ávila|07|Castilla y León
05012|Amavida|05|Ávila|07|Castilla y León
05013|Arenal, El|05|Ávila|07|Castilla y León
05014|Arenas de San Pedro|05|Ávila|07|Castilla y León
05015|Arevalillo|05|Ávila|07|Castilla y León
05016|Arévalo|05|Ávila|07|Castilla y León
05017|Aveinte|05|Ávila|07|Castilla y León
05018|Avellaneda|05|Ávila|07|Castilla y León
05019|Ávila|05|Ávila|07|Castilla y León
05021|Barco de Ávila, El|05|Ávila|07|Castilla y León
05022|Barraco, El|05|Ávila|07|Castilla y León
05023|Barromán|05|Ávila|07|Castilla y León
05024|Becedas|05|Ávila|07|Castilla y León
05025|Becedillas|05|Ávila|07|Castilla y León
05026|Bercial de Zapardiel|05|Ávila|07|Castilla y León
05027|Berlanas, Las|05|Ávila|07|Castilla y León
05029|Bernuy-Zapardiel|05|Ávila|07|Castilla y León
05030|Berrocalejo de Aragona|05|Ávila|07|Castilla y León
05033|Blascomillán|05|Ávila|07|Castilla y León
05034|Blasconuño de Matacabras|05|Ávila|07|Castilla y León
05035|Blascosancho|05|Ávila|07|Castilla y León
05036|Bohodón, El|05|Ávila|07|Castilla y León
05037|Bohoyo|05|Ávila|07|Castilla y León
05038|Bonilla de la Sierra|05|Ávila|07|Castilla y León
05039|Brabos|05|Ávila|07|Castilla y León
05040|Bularros|05|Ávila|07|Castilla y León
05041|Burgohondo|05|Ávila|07|Castilla y León
05042|Cabezas de Alambre|05|Ávila|07|Castilla y León
05043|Cabezas del Pozo|05|Ávila|07|Castilla y León
05044|Cabezas del Villar|05|Ávila|07|Castilla y León
05045|Cabizuela|05|Ávila|07|Castilla y León
05046|Canales|05|Ávila|07|Castilla y León
05047|Candeleda|05|Ávila|07|Castilla y León
05048|Cantiveros|05|Ávila|07|Castilla y León
05049|Cardeñosa|05|Ávila|07|Castilla y León
05051|Carrera, La|05|Ávila|07|Castilla y León
05052|Casas del Puerto|05|Ávila|07|Castilla y León
05053|Casasola|05|Ávila|07|Castilla y León
05054|Casavieja|05|Ávila|07|Castilla y León
05055|Casillas|05|Ávila|07|Castilla y León
05056|Castellanos de Zapardiel|05|Ávila|07|Castilla y León
05057|Cebreros|05|Ávila|07|Castilla y León
05058|Cepeda la Mora|05|Ávila|07|Castilla y León
05067|Chamartín|05|Ávila|07|Castilla y León
05059|Cillán|05|Ávila|07|Castilla y León
05060|Cisla|05|Ávila|07|Castilla y León
05061|Colilla, La|05|Ávila|07|Castilla y León
05062|Collado de Contreras|05|Ávila|07|Castilla y León
05063|Collado del Mirón|05|Ávila|07|Castilla y León
05064|Constanzana|05|Ávila|07|Castilla y León
05065|Crespos|05|Ávila|07|Castilla y León
05066|Cuevas del Valle|05|Ávila|07|Castilla y León
05903|Diego del Carpio|05|Ávila|07|Castilla y León
05069|Donjimeno|05|Ávila|07|Castilla y León
05070|Donvidas|05|Ávila|07|Castilla y León
05072|Espinosa de los Caballeros|05|Ávila|07|Castilla y León
05073|Flores de Ávila|05|Ávila|07|Castilla y León
05074|Fontiveros|05|Ávila|07|Castilla y León
05075|Fresnedilla|05|Ávila|07|Castilla y León
05076|Fresno, El|05|Ávila|07|Castilla y León
05077|Fuente el Saúz|05|Ávila|07|Castilla y León
05078|Fuentes de Año|05|Ávila|07|Castilla y León
05079|Gallegos de Altamiros|05|Ávila|07|Castilla y León
05080|Gallegos de Sobrinos|05|Ávila|07|Castilla y León
05081|Garganta del Villar|05|Ávila|07|Castilla y León
05082|Gavilanes|05|Ávila|07|Castilla y León
05083|Gemuño|05|Ávila|07|Castilla y León
05085|Gil García|05|Ávila|07|Castilla y León
05084|Gilbuena|05|Ávila|07|Castilla y León
05086|Gimialcón|05|Ávila|07|Castilla y León
05087|Gotarrendura|05|Ávila|07|Castilla y León
05088|Grandes y San Martín|05|Ávila|07|Castilla y León
05089|Guisando|05|Ávila|07|Castilla y León
05090|Gutierre-Muñoz|05|Ávila|07|Castilla y León
05092|Hernansancho|05|Ávila|07|Castilla y León
05093|Herradón de Pinares|05|Ávila|07|Castilla y León
05094|Herreros de Suso|05|Ávila|07|Castilla y León
05095|Higuera de las Dueñas|05|Ávila|07|Castilla y León
05096|Hija de Dios, La|05|Ávila|07|Castilla y León
05097|Horcajada, La|05|Ávila|07|Castilla y León
05099|Horcajo de las Torres|05|Ávila|07|Castilla y León
05100|Hornillo, El|05|Ávila|07|Castilla y León
05102|Hoyo de Pinares, El|05|Ávila|07|Castilla y León
